provname,year,quintile,itemid,item,binshr,implrealdol
Manitoba,1995,2,19,Taxable Capital Gains,.0134764313697815,3663.7869
Manitoba,1995,2,20,Registered Retirement Savings Plan Income,.084782600402832,19924.727
Manitoba,1995,2,23,Net Professional Income,.012245237827301,8048.7124
Manitoba,1995,2,33,Total Income Assessed,.0948925018310547,2559904.5
Manitoba,1995,2,74,Spouse Or Common-Law Partner Amount,.178489089012146,128179.41
Manitoba,1995,3,19,Taxable Capital Gains,.0505173206329346,13733.954
Manitoba,1995,3,20,Registered Retirement Savings Plan Income,.1879148483276367,44161.797
Manitoba,1995,3,23,Net Professional Income,.0259626507759094,17065.074
Manitoba,1995,3,33,Total Income Assessed,.1693204641342163,4567739.5
Manitoba,1995,3,74,Spouse Or Common-Law Partner Amount,.2018329203128815,144943.45
Manitoba,1995,4,19,Taxable Capital Gains,.0492694973945618,13394.714
Manitoba,1995,4,20,Registered Retirement Savings Plan Income,.2105810940265656,49488.582
Manitoba,1995,4,23,Net Professional Income,.0523223876953125,34391.152
Manitoba,1995,4,33,Total Income Assessed,.2762439846992493,7452203.5
Manitoba,1995,4,74,Spouse Or Common-Law Partner Amount,.243809774518013,175088.53
Manitoba,1995,5,19,Taxable Capital Gains,.8724320530891418,237184.83
Manitoba,1995,5,20,Registered Retirement Savings Plan Income,.461191862821579,108384.52
Manitoba,1995,5,23,Net Professional Income,.9002947807312012,591757.69
Manitoba,1995,5,33,Total Income Assessed,.4117417931556702,11107513
Manitoba,1995,5,74,Spouse Or Common-Law Partner Amount,.1854757806286216,133196.8
Manitoba,1996,1,19,Taxable Capital Gains,.019021213054657,9083.252
Manitoba,1996,1,20,Registered Retirement Savings Plan Income,.0563860535621643,13533.001
Manitoba,1996,1,23,Net Professional Income,.016674280166626,11631.518
Manitoba,1996,1,33,Total Income Assessed,.0455590486526489,1245614.6
Manitoba,1996,1,74,Spouse Or Common-Law Partner Amount,.1960547566413879,140880.59
Manitoba,1996,2,19,Taxable Capital Gains,.0163587331771851,7811.8306
Manitoba,1996,2,20,Registered Retirement Savings Plan Income,.0695629119873047,16695.527
Manitoba,1996,2,23,Net Professional Income,.0188808441162109,13170.755
Manitoba,1996,2,33,Total Income Assessed,.0942884087562561,2577907.8
Manitoba,1996,2,74,Spouse Or Common-Law Partner Amount,.1840673089027405,132266.69
Manitoba,1996,3,19,Taxable Capital Gains,.0565963387489319,27026.604
Manitoba,1996,3,20,Registered Retirement Savings Plan Income,.1781331896781921,42753.066
Manitoba,1996,3,23,Net Professional Income,.0222563147544861,15525.391
Manitoba,1996,3,33,Total Income Assessed,.1676521897315979,4583722
Manitoba,1996,3,74,Spouse Or Common-Law Partner Amount,.1970810294151306,141618.06
Manitoba,1996,4,19,Taxable Capital Gains,.0844346880912781,40320.324
Manitoba,1996,4,20,Registered Retirement Savings Plan Income,.2468876540660858,59254.563
Manitoba,1996,4,23,Net Professional Income,.0699103474617004,48767.527
Manitoba,1996,4,33,Total Income Assessed,.2746405601501465,7508855.5
Manitoba,1996,4,74,Spouse Or Common-Law Partner Amount,.2245995402336121,161392.25
Manitoba,1996,5,19,Taxable Capital Gains,.823589026927948,393290.72
Manitoba,1996,5,20,Registered Retirement Savings Plan Income,.4490301981568336,107770.02
Manitoba,1996,5,23,Net Professional Income,.8722782135009766,608477.19
Manitoba,1996,5,33,Total Income Assessed,.4178597927093506,11424564
Manitoba,1996,5,74,Spouse Or Common-Law Partner Amount,.1981973648071289,142420.23
Manitoba,1997,1,19,Taxable Capital Gains,.0224641561508179,12546.669
Manitoba,1997,1,20,Registered Retirement Savings Plan Income,.0565940141677856,15424.9
Manitoba,1997,1,23,Net Professional Income,.0144781470298767,10102.211
Manitoba,1997,1,33,Total Income Assessed,.0434898734092712,1214534.5
Manitoba,1997,1,74,Spouse Or Common-Law Partner Amount,.208049476146698,133269.92
Manitoba,1997,2,19,Taxable Capital Gains,.0297858715057373,16635.99
Manitoba,1997,2,20,Registered Retirement Savings Plan Income,.0789859294891357,21527.896
Manitoba,1997,2,23,Net Professional Income,.0138529539108276,9665.9795
Manitoba,1997,2,33,Total Income Assessed,.0962685942649841,2688477
Manitoba,1997,2,74,Spouse Or Common-Law Partner Amount,.1569564342498779,100541.33
Manitoba,1997,3,19,Taxable Capital Gains,.0680240988731384,37992.785
Manitoba,1997,3,20,Registered Retirement Savings Plan Income,.1725617051124573,47032.309
Manitoba,1997,3,23,Net Professional Income,.0307638645172119,21465.666
Manitoba,1997,3,33,Total Income Assessed,.168072521686554,4693733.5
Manitoba,1997,3,74,Spouse Or Common-Law Partner Amount,.2104303240776062,134795.02
Manitoba,1997,4,19,Taxable Capital Gains,.1113910675048828,62214.082
Manitoba,1997,4,20,Registered Retirement Savings Plan Income,.2755281925201416,75096.188
Manitoba,1997,4,23,Net Professional Income,.0433999300003052,30282.553
Manitoba,1997,4,33,Total Income Assessed,.2710066437721252,7568357.5
Manitoba,1997,4,74,Spouse Or Common-Law Partner Amount,.2276850044727325,145847.81
Manitoba,1997,5,19,Taxable Capital Gains,.7683348059654236,429129.97
Manitoba,1997,5,20,Registered Retirement Savings Plan Income,.4163301587104797,113472.27
Manitoba,1997,5,23,Net Professional Income,.8975051045417786,626239.38
Manitoba,1997,5,33,Total Income Assessed,.4211623668670654,11761732
Manitoba,1997,5,74,Spouse Or Common-Law Partner Amount,.1968787591904402,126114.3
Manitoba,1998,1,19,Taxable Capital Gains,.0129069685935974,8209.5156
Manitoba,1998,1,20,Registered Retirement Savings Plan Income,.0484379529953003,12084.671
Manitoba,1998,1,23,Net Professional Income,.0054364204406738,4187.0933
Manitoba,1998,1,33,Total Income Assessed,.0432801246643066,1248448.1
Manitoba,1998,1,74,Spouse Or Common-Law Partner Amount,.2210777997970581,152570.44
Manitoba,1998,2,19,Taxable Capital Gains,.0271048545837402,17240.125
Manitoba,1998,2,20,Registered Retirement Savings Plan Income,.074653148651123,18625.039
Manitoba,1998,2,23,Net Professional Income,.010794460773468,8313.8184
Manitoba,1998,2,33,Total Income Assessed,.0963140726089478,2778252.8
Manitoba,1998,2,74,Spouse Or Common-Law Partner Amount,.1750605702400208,120812.98
Manitoba,1998,3,19,Taxable Capital Gains,.0599653720855713,38141.156
Manitoba,1998,3,20,Registered Retirement Savings Plan Income,.2172781229019165,54208.211
Manitoba,1998,3,23,Net Professional Income,.027241051197052,20980.869
Manitoba,1998,3,33,Total Income Assessed,.1666660904884338,4807610.5
Manitoba,1998,3,74,Spouse Or Common-Law Partner Amount,.1981616616249084,136755.53
Manitoba,1998,4,19,Taxable Capital Gains,.1037876009941101,66014.414
Manitoba,1998,4,20,Registered Retirement Savings Plan Income,.2837665975093842,70796.266
Manitoba,1998,4,23,Net Professional Income,.0612949132919312,47208.918
Manitoba,1998,4,33,Total Income Assessed,.2682714760303497,7738495
Manitoba,1998,4,74,Spouse Or Common-Law Partner Amount,.2100269198417664,144943.98
Manitoba,1998,5,19,Taxable Capital Gains,.796235203742981,506447.78
Manitoba,1998,5,20,Registered Retirement Savings Plan Income,.375864177942276,93773.477
Manitoba,1998,5,23,Net Professional Income,.895233154296875,689502.38
Manitoba,1998,5,33,Total Income Assessed,.4254682287573814,12272955
Manitoba,1998,5,74,Spouse Or Common-Law Partner Amount,.1956730457022786,135038.08
Manitoba,1999,1,19,Taxable Capital Gains,.0157643556594849,9065.1035
Manitoba,1999,1,20,Registered Retirement Savings Plan Income,.0620740652084351,20190.92
Manitoba,1999,1,23,Net Professional Income,.0105207562446594,8318.8975
Manitoba,1999,1,33,Total Income Assessed,.042378842830658,1266548.1
Manitoba,1999,1,74,Spouse Or Common-Law Partner Amount,.2243858575820923,157578.98
Manitoba,1999,2,19,Taxable Capital Gains,.0279471278190613,16070.66
Manitoba,1999,2,20,Registered Retirement Savings Plan Income,.1041586995124817,33879.852
Manitoba,1999,2,23,Net Professional Income,.0152278542518616,12040.86
Manitoba,1999,2,33,Total Income Assessed,.100911021232605,3015860.3
Manitoba,1999,2,74,Spouse Or Common-Law Partner Amount,.1787480115890503,125528.98
Manitoba,1999,3,19,Taxable Capital Gains,.0601395964622498,34582.555
Manitoba,1999,3,20,Registered Retirement Savings Plan Income,.1901096105575562,61837.227
Manitoba,1999,3,23,Net Professional Income,.0299935936927795,23716.32
Manitoba,1999,3,33,Total Income Assessed,.1670000553131104,4991019
Manitoba,1999,3,74,Spouse Or Common-Law Partner Amount,.1890279352664948,132748.25
Manitoba,1999,4,19,Taxable Capital Gains,.1036055088043213,59577.105
Manitoba,1999,4,20,Registered Retirement Savings Plan Income,.2937266826629639,95540.898
Manitoba,1999,4,23,Net Professional Income,.0419325828552246,33156.633
Manitoba,1999,4,33,Total Income Assessed,.2659910917282104,7949498
Manitoba,1999,4,74,Spouse Or Common-Law Partner Amount,.2146402597427368,150734.95
Manitoba,1999,5,19,Taxable Capital Gains,.7925434112548828,455742.56
Manitoba,1999,5,20,Registered Retirement Savings Plan Income,.3499309420585632,113822.54
Manitoba,1999,5,23,Net Professional Income,.9023252129554749,713480.19
Manitoba,1999,5,33,Total Income Assessed,.4237189888954163,12663406
Manitoba,1999,5,74,Spouse Or Common-Law Partner Amount,.1931979339569807,135676.7
Manitoba,2000,1,19,Taxable Capital Gains,.0198794603347778,12555.067
Manitoba,2000,1,20,Registered Retirement Savings Plan Income,.0475144982337952,14763.886
Manitoba,2000,1,23,Net Professional Income,.0092747807502747,6991.915
Manitoba,2000,1,33,Total Income Assessed,.0408786535263062,1240899.4
Manitoba,2000,1,74,Spouse Or Common-Law Partner Amount,.2460763454437256,188658.11
Manitoba,2000,2,19,Taxable Capital Gains,.0349081754684448,22046.598
Manitoba,2000,2,20,Registered Retirement Savings Plan Income,.0777457356452942,24157.451
Manitoba,2000,2,23,Net Professional Income,.0091724395751953,6914.7642
Manitoba,2000,2,33,Total Income Assessed,.1010861396789551,3068538.5
Manitoba,2000,2,74,Spouse Or Common-Law Partner Amount,.1746194362640381,133874.59
Manitoba,2000,3,19,Taxable Capital Gains,.0564061403274536,35623.848
Manitoba,2000,3,20,Registered Retirement Savings Plan Income,.1599584221839905,49702.891
Manitoba,2000,3,23,Net Professional Income,.0114979147911072,8667.8535
Manitoba,2000,3,33,Total Income Assessed,.1672737598419189,5077708.5
Manitoba,2000,3,74,Spouse Or Common-Law Partner Amount,.1821983754634857,139685.11
Manitoba,2000,4,19,Taxable Capital Gains,.1016083955764771,64171.773
Manitoba,2000,4,20,Registered Retirement Savings Plan Income,.3217764496803284,99983.602
Manitoba,2000,4,23,Net Professional Income,.044603705406189,33625.09
Manitoba,2000,4,33,Total Income Assessed,.2653588950634003,8055149.5
Manitoba,2000,4,74,Spouse Or Common-Law Partner Amount,.224069282412529,171786.06
Manitoba,2000,5,19,Taxable Capital Gains,.7871978282928467,497162.47
Manitoba,2000,5,20,Registered Retirement Savings Plan Income,.3930048942565918,122115.98
Manitoba,2000,5,23,Net Professional Income,.9254511594772339,697663.5
Manitoba,2000,5,33,Total Income Assessed,.4254025518894196,12913384
Manitoba,2000,5,74,Spouse Or Common-Law Partner Amount,.1730365604162216,132661.06
Manitoba,2001,1,19,Taxable Capital Gains,.0103567838668823,3854.1008
Manitoba,2001,1,20,Registered Retirement Savings Plan Income,.0585916638374329,19150.35
Manitoba,2001,1,23,Net Professional Income,.0080397129058838,5671.147
Manitoba,2001,1,33,Total Income Assessed,.0404790639877319,1228485.6
Manitoba,2001,1,74,Spouse Or Common-Law Partner Amount,.2483682632446289,188227.05
Manitoba,2001,2,19,Taxable Capital Gains,.0253270864486694,9425.0439
Manitoba,2001,2,20,Registered Retirement Savings Plan Income,.0722901821136475,23627.633
Manitoba,2001,2,23,Net Professional Income,.0155035853385925,10936.102
Manitoba,2001,2,33,Total Income Assessed,.1024675369262695,3109753
Manitoba,2001,2,74,Spouse Or Common-Law Partner Amount,.1901407241821289,144099.05
Manitoba,2001,3,19,Taxable Capital Gains,.0841941237449646,31331.41
Manitoba,2001,3,20,Registered Retirement Savings Plan Income,.197180449962616,64447.301
Manitoba,2001,3,23,Net Professional Income,.0205706357955933,14510.356
Manitoba,2001,3,33,Total Income Assessed,.1682539582252502,5106283
Manitoba,2001,3,74,Spouse Or Common-Law Partner Amount,.1852946579456329,140426.42
Manitoba,2001,4,19,Taxable Capital Gains,.1229680180549622,45760.453
Manitoba,2001,4,20,Registered Retirement Savings Plan Income,.2835839986801147,92687.805
Manitoba,2001,4,23,Net Professional Income,.0468605160713196,33055.02
Manitoba,2001,4,33,Total Income Assessed,.2687496840953827,8156194.5
Manitoba,2001,4,74,Spouse Or Common-Law Partner Amount,.2001747936010361,151703.41
Manitoba,2001,5,19,Taxable Capital Gains,.7571539878845215,281761.97
Manitoba,2001,5,20,Registered Retirement Savings Plan Income,.388353705406189,126931.19
Manitoba,2001,5,23,Net Professional Income,.9090255498886108,641219.13
Manitoba,2001,5,33,Total Income Assessed,.4200497567653656,12747950
Manitoba,2001,5,74,Spouse Or Common-Law Partner Amount,.1760215600952506,133398.77
Manitoba,2002,1,19,Taxable Capital Gains,.0155995488166809,4710.1382
Manitoba,2002,1,20,Registered Retirement Savings Plan Income,.0617554187774658,19561.576
Manitoba,2002,1,23,Net Professional Income,.0092883110046387,6044.6592
Manitoba,2002,1,33,Total Income Assessed,.0383005738258362,1167621.4
Manitoba,2002,1,74,Spouse Or Common-Law Partner Amount,.2462124228477478,186694.59
Manitoba,2002,2,19,Taxable Capital Gains,.0298921465873718,9025.6543
Manitoba,2002,2,20,Registered Retirement Savings Plan Income,.1127089262008667,35701.551
Manitoba,2002,2,23,Net Professional Income,.0136750340461731,8899.457
Manitoba,2002,2,33,Total Income Assessed,.1023304462432861,3119619.5
Manitoba,2002,2,74,Spouse Or Common-Law Partner Amount,.1986172795295715,150604.8
Manitoba,2002,3,19,Taxable Capital Gains,.046080470085144,13913.567
Manitoba,2002,3,20,Registered Retirement Savings Plan Income,.1778348088264465,56330.754
Manitoba,2002,3,23,Net Professional Income,.0142154097557068,9251.123
Manitoba,2002,3,33,Total Income Assessed,.1694337129592896,5165312.5
Manitoba,2002,3,74,Spouse Or Common-Law Partner Amount,.1850307285785675,140302.56
Manitoba,2002,4,19,Taxable Capital Gains,.1288864016532898,38916.043
Manitoba,2002,4,20,Registered Retirement Savings Plan Income,.287447452545166,91051.531
Manitoba,2002,4,23,Net Professional Income,.0410864353179932,26738.285
Manitoba,2002,4,33,Total Income Assessed,.2712850272655487,8270325.5
Manitoba,2002,4,74,Spouse Or Common-Law Partner Amount,.1987588256597519,150712.13
Manitoba,2002,5,19,Taxable Capital Gains,.7795414328575134,235375.25
Manitoba,2002,5,20,Registered Retirement Savings Plan Income,.3602533936500549,114113.46
Manitoba,2002,5,23,Net Professional Income,.9217348098754883,599847.81
Manitoba,2002,5,33,Total Income Assessed,.4186502397060394,12762863
Manitoba,2002,5,74,Spouse Or Common-Law Partner Amount,.1713807433843613,129952.24
Manitoba,2003,1,19,Taxable Capital Gains,.0261729955673218,8086.6172
Manitoba,2003,1,20,Registered Retirement Savings Plan Income,.0448058247566223,14125.035
Manitoba,2003,1,23,Net Professional Income,.0083829164505005,5334.1309
Manitoba,2003,1,33,Total Income Assessed,.0387428998947144,1181676.8
Manitoba,2003,1,74,Spouse Or Common-Law Partner Amount,.2864416837692261,219898.05
Manitoba,2003,2,19,Taxable Capital Gains,.0351497530937195,10860.147
Manitoba,2003,2,20,Registered Retirement Savings Plan Income,.0956676006317139,30159.209
Manitoba,2003,2,23,Net Professional Income,.0161240100860596,10259.864
Manitoba,2003,2,33,Total Income Assessed,.1021512746810913,3115662.3
Manitoba,2003,2,74,Spouse Or Common-Law Partner Amount,.1764038801193237,135423.27
Manitoba,2003,3,19,Taxable Capital Gains,.0592845678329468,18317.033
Manitoba,2003,3,20,Registered Retirement Savings Plan Income,.1893145442008972,59681.402
Manitoba,2003,3,23,Net Professional Income,.0235611200332642,14992.169
Manitoba,2003,3,33,Total Income Assessed,.1697359085083008,5177025.5
Manitoba,2003,3,74,Spouse Or Common-Law Partner Amount,.181021124124527,138967.88
Manitoba,2003,4,19,Taxable Capital Gains,.1058686375617981,32710.018
Manitoba,2003,4,20,Registered Retirement Savings Plan Income,.293501228094101,92526.25
Manitoba,2003,4,23,Net Professional Income,.0580265522003174,36922.855
Manitoba,2003,4,33,Total Income Assessed,.2699170410633087,8232597.5
Manitoba,2003,4,74,Spouse Or Common-Law Partner Amount,.2001250088214874,153633.7
Manitoba,2003,5,19,Taxable Capital Gains,.7735240459442139,238994.16
Manitoba,2003,5,20,Registered Retirement Savings Plan Income,.3767107948660851,118758.06
Manitoba,2003,5,23,Net Professional Income,.8939054012298584,568800.69
Manitoba,2003,5,33,Total Income Assessed,.4194528758525848,12793512
Manitoba,2003,5,74,Spouse Or Common-Law Partner Amount,.1560083040967584,119765.81
Manitoba,2004,1,19,Taxable Capital Gains,.0141775608062744,5805.7583
Manitoba,2004,1,20,Registered Retirement Savings Plan Income,.0450290441513062,13822.009
Manitoba,2004,1,23,Net Professional Income,.0098687410354614,6358.9814
Manitoba,2004,1,33,Total Income Assessed,.0379728078842163,1200125
Manitoba,2004,1,74,Spouse Or Common-Law Partner Amount,.2717285752296448,206727.5
Manitoba,2004,2,19,Taxable Capital Gains,.0265511870384216,10872.799
Manitoba,2004,2,20,Registered Retirement Savings Plan Income,.0845023989677429,25938.656
Manitoba,2004,2,23,Net Professional Income,.0164765119552612,10616.737
Manitoba,2004,2,33,Total Income Assessed,.099344789981842,3139777.5
Manitoba,2004,2,74,Spouse Or Common-Law Partner Amount,.1865862607955933,141952.36
Manitoba,2004,3,19,Taxable Capital Gains,.0543082356452942,22239.402
Manitoba,2004,3,20,Registered Retirement Savings Plan Income,.2306466698646545,70798.758
Manitoba,2004,3,23,Net Professional Income,.0241213440895081,15542.729
Manitoba,2004,3,33,Total Income Assessed,.1699582934379578,5371506.5
Manitoba,2004,3,74,Spouse Or Common-Law Partner Amount,.1882214844226837,143196.41
Manitoba,2004,4,19,Taxable Capital Gains,.1187725067138672,48637.734
Manitoba,2004,4,20,Registered Retirement Savings Plan Income,.2685191631317139,82424.008
Manitoba,2004,4,23,Net Professional Income,.0441771745681763,28465.822
Manitoba,2004,4,33,Total Income Assessed,.2693566083908081,8512976
Manitoba,2004,4,74,Spouse Or Common-Law Partner Amount,.1952867060899734,148571.53
Manitoba,2004,5,19,Taxable Capital Gains,.7861905097961426,321947.63
Manitoba,2004,5,20,Registered Retirement Savings Plan Income,.3713027201592922,113974.2
Manitoba,2004,5,23,Net Professional Income,.905356228351593,583371.63
Manitoba,2004,5,33,Total Income Assessed,.4233675077557564,13380467
Manitoba,2004,5,74,Spouse Or Common-Law Partner Amount,.1581769725307822,120338.95
Manitoba,2005,1,19,Taxable Capital Gains,.0294775366783142,15045.688
Manitoba,2005,1,20,Registered Retirement Savings Plan Income,.0396074652671814,13884.6
Manitoba,2005,1,23,Net Professional Income,.0094452500343323,5456.0591
Manitoba,2005,1,33,Total Income Assessed,.0392860174179077,1280110.5
Manitoba,2005,2,19,Taxable Capital Gains,.0374852418899536,19132.918
Manitoba,2005,2,20,Registered Retirement Savings Plan Income,.0845590829849243,29642.619
Manitoba,2005,2,23,Net Professional Income,.01539546251297,8893.2061
Manitoba,2005,2,33,Total Income Assessed,.0964363217353821,3142317.8
Manitoba,2005,3,19,Taxable Capital Gains,.0473736524581909,24180.08
Manitoba,2005,3,20,Registered Retirement Savings Plan Income,.1694567799568176,59403.941
Manitoba,2005,3,23,Net Professional Income,.03459233045578,19982.299
Manitoba,2005,3,33,Total Income Assessed,.1683754920959473,5486411
Manitoba,2005,4,19,Taxable Capital Gains,.1232725977897644,62919.813
Manitoba,2005,4,20,Registered Retirement Savings Plan Income,.3247831463813782,113854.4
Manitoba,2005,4,23,Net Professional Income,.0602180957794189,34785.051
Manitoba,2005,4,33,Total Income Assessed,.2694289684295654,8779176
Manitoba,2005,5,19,Taxable Capital Gains,.7623909711837769,389133.5
Manitoba,2005,5,20,Registered Retirement Savings Plan Income,.3815935254096985,133769.56
Manitoba,2005,5,23,Net Professional Income,.8803488612174988,508534.5
Manitoba,2005,5,33,Total Income Assessed,.4264732003211975,13896365
Manitoba,2006,1,19,Taxable Capital Gains,.013574481010437,7328.0845
Manitoba,2006,1,20,Registered Retirement Savings Plan Income,.0423402190208435,15498.103
Manitoba,2006,1,23,Net Professional Income,.0069807767868042,3771.2866
Manitoba,2006,1,33,Total Income Assessed,.0384544730186462,1279529.4
Manitoba,2006,1,89,Public Transit Amount,.1298376321792603,830.4425
Manitoba,2006,2,19,Taxable Capital Gains,.0302024483680725,16304.571
Manitoba,2006,2,20,Registered Retirement Savings Plan Income,.0746024250984192,27307.275
Manitoba,2006,2,23,Net Professional Income,.0166177749633789,8977.5674
Manitoba,2006,2,33,Total Income Assessed,.0972512364387512,3235925.5
Manitoba,2006,2,89,Public Transit Amount,.2383198142051697,1524.2954
Manitoba,2006,3,19,Taxable Capital Gains,.052236795425415,28199.652
Manitoba,2006,3,20,Registered Retirement Savings Plan Income,.2324143648147583,85072.344
Manitoba,2006,3,23,Net Professional Income,.032830536365509,17736.33
Manitoba,2006,3,33,Total Income Assessed,.1674836874008179,5572831.5
Manitoba,2006,3,89,Public Transit Amount,.2776923179626465,1776.1222
Manitoba,2006,4,19,Taxable Capital Gains,.1285091638565063,69374.734
Manitoba,2006,4,20,Registered Retirement Savings Plan Income,.2421502470970154,88636.039
Manitoba,2006,4,23,Net Professional Income,.0468974113464355,25335.803
Manitoba,2006,4,33,Total Income Assessed,.2674949169158936,8900593
Manitoba,2006,4,89,Public Transit Amount,.239362858235836,1530.9667
Manitoba,2006,5,19,Taxable Capital Gains,.7754771113395691,418635.66
Manitoba,2006,5,20,Registered Retirement Savings Plan Income,.4084927439689636,149523.61
Manitoba,2006,5,23,Net Professional Income,.8966735005378723,484417.81
Manitoba,2006,5,33,Total Income Assessed,.4293156862258911,14284997
Manitoba,2006,5,89,Public Transit Amount,.1147873747395352,734.18097
Manitoba,2007,1,19,Taxable Capital Gains,.0274791121482849,20123.15
Manitoba,2007,1,20,Registered Retirement Savings Plan Income,.0472432374954224,14207.348
Manitoba,2007,1,23,Net Professional Income,.0072140097618103,3892.488
Manitoba,2007,1,33,Total Income Assessed,.0411005020141602,1469002.5
Manitoba,2007,1,89,Public Transit Amount,.1963428258895874,3387.4744
Manitoba,2007,2,19,Taxable Capital Gains,.0372580289840698,27284.32
Manitoba,2007,2,20,Registered Retirement Savings Plan Income,.0812957882881165,24447.893
Manitoba,2007,2,23,Net Professional Income,.024889349937439,13429.632
Manitoba,2007,2,33,Total Income Assessed,.0995898246765137,3559511.3
Manitoba,2007,2,89,Public Transit Amount,.2041825652122498,3522.7322
Manitoba,2007,3,19,Taxable Capital Gains,.0782531499862671,57305.34
Manitoba,2007,3,20,Registered Retirement Savings Plan Income,.1699422597885132,51106.336
Manitoba,2007,3,23,Net Professional Income,.0315583348274231,17028.039
Manitoba,2007,3,33,Total Income Assessed,.1686392426490784,6027456
Manitoba,2007,3,89,Public Transit Amount,.2178581058979034,3758.6743
Manitoba,2007,4,19,Taxable Capital Gains,.1199837923049927,87864.984
Manitoba,2007,4,20,Registered Retirement Savings Plan Income,.2673753499984741,80407.164
Manitoba,2007,4,23,Net Professional Income,.0741469264030457,40007.711
Manitoba,2007,4,33,Total Income Assessed,.2629580199718475,9398571
Manitoba,2007,4,89,Public Transit Amount,.2462585419416428,4248.6631
Manitoba,2007,5,19,Taxable Capital Gains,.7370259165763855,539729.31
Manitoba,2007,5,20,Registered Retirement Savings Plan Income,.4341433718800545,130558.92
Manitoba,2007,5,23,Net Professional Income,.862191379070282,465215.56
Manitoba,2007,5,33,Total Income Assessed,.4277124032378197,15287175
Manitoba,2007,5,89,Public Transit Amount,.1353579617571086,2335.3113
Manitoba,2008,1,19,Taxable Capital Gains,.0240623354911804,12558.496
Manitoba,2008,1,20,Registered Retirement Savings Plan Income,.0491777062416077,15931.649
Manitoba,2008,1,23,Net Professional Income,.0045093297958374,2303.1458
Manitoba,2008,1,33,Total Income Assessed,.039861261844635,1451732.1
Manitoba,2008,1,89,Public Transit Amount,.1473846435546875,2916.7229
Manitoba,2008,2,19,Taxable Capital Gains,.0301932096481323,15758.292
Manitoba,2008,2,20,Registered Retirement Savings Plan Income,.1095548868179321,35491.488
Manitoba,2008,2,23,Net Professional Income,.0147890448570251,7553.5225
Manitoba,2008,2,33,Total Income Assessed,.1003080010414124,3653179.8
Manitoba,2008,2,89,Public Transit Amount,.2374247908592224,4698.6055
Manitoba,2008,3,19,Taxable Capital Gains,.0377169251441956,19685.033
Manitoba,2008,3,20,Registered Retirement Savings Plan Income,.1597552895545959,51754.453
Manitoba,2008,3,23,Net Professional Income,.0328540802001953,16780.262
Manitoba,2008,3,33,Total Income Assessed,.1698614954948425,6186292
Manitoba,2008,3,89,Public Transit Amount,.191927433013916,3798.2188
Manitoba,2008,4,19,Taxable Capital Gains,.1099761128425598,57398.191
Manitoba,2008,4,20,Registered Retirement Savings Plan Income,.2229560911655426,72229.039
Manitoba,2008,4,23,Net Professional Income,.0656351447105408,33523.23
Manitoba,2008,4,33,Total Income Assessed,.2643067836761475,9625954
Manitoba,2008,4,89,Public Transit Amount,.2809872478246689,5560.7007
Manitoba,2008,5,19,Taxable Capital Gains,.7980514168739319,416515.09
Manitoba,2008,5,20,Registered Retirement Savings Plan Income,.4585560336709023,148554.19
Manitoba,2008,5,23,Net Professional Income,.8822124004364014,450591.06
Manitoba,2008,5,33,Total Income Assessed,.425662450492382,15502466
Manitoba,2008,5,89,Public Transit Amount,.1422758845146745,2815.6211
Manitoba,2009,1,19,Taxable Capital Gains,.015964686870575,7597.1353
Manitoba,2009,1,20,Registered Retirement Savings Plan Income,.0406975746154785,15591.892
Manitoba,2009,1,23,Net Professional Income,.0081504583358765,3947.1379
Manitoba,2009,1,33,Total Income Assessed,.0393125414848328,1476516.4
Manitoba,2009,1,74,Spouse Or Common-Law Partner Amount,.2323231101036072,122121.09
Manitoba,2009,1,89,Public Transit Amount,.1370278000831604,3095.8135
Manitoba,2009,2,19,Taxable Capital Gains,.0231192111968994,11001.768
Manitoba,2009,2,20,Registered Retirement Savings Plan Income,.1037594079971313,39751.891
Manitoba,2009,2,23,Net Professional Income,.0182638764381409,8844.9063
Manitoba,2009,2,33,Total Income Assessed,.0997439622879028,3746224
Manitoba,2009,2,74,Spouse Or Common-Law Partner Amount,.1536478996276855,80765.313
Manitoba,2009,2,89,Public Transit Amount,.217904269695282,4923.0225
Manitoba,2009,3,19,Taxable Capital Gains,.0426015257835388,20272.842
Manitoba,2009,3,20,Registered Retirement Savings Plan Income,.2081306576728821,79738.188
Manitoba,2009,3,23,Net Professional Income,.0321332216262817,15561.61
Manitoba,2009,3,33,Total Income Assessed,.171322226524353,6434589.5
Manitoba,2009,3,74,Spouse Or Common-Law Partner Amount,.2047633528709412,107634.25
Manitoba,2009,3,89,Public Transit Amount,.2708723843097687,6119.71
Manitoba,2009,4,19,Taxable Capital Gains,.0956809520721436,45531.813
Manitoba,2009,4,20,Registered Retirement Savings Plan Income,.2885310053825378,110540.84
Manitoba,2009,4,23,Net Professional Income,.0595890879631042,28858.051
Manitoba,2009,4,33,Total Income Assessed,.2674707174301147,10045773
Manitoba,2009,4,74,Spouse Or Common-Law Partner Amount,.2051745504140854,107850.4
Manitoba,2009,4,89,Public Transit Amount,.2351278215646744,5312.1475
Manitoba,2009,5,19,Taxable Capital Gains,.8226336240768433,391467.69
Manitoba,2009,5,20,Registered Retirement Savings Plan Income,.3588813543319702,137493.19
Manitoba,2009,5,23,Net Professional Income,.8818633556365967,427072.44
Manitoba,2009,5,33,Total Income Assessed,.4221505597233772,15855301
